"age","birthSex","profile_education_level","ethnicity_new","ethnicity_new1617","w2_voted","w2_vb15","ScotPcon2014","w2_uk10"
51,"Male","City & Guilds certificate - advanced","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Shettleston",1
23,"Female","University diploma","Any other Asian background",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Glasgow Maryhill and Springburn",NA
31,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Kirkcaldy",2
68,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Motherwell and Wishaw",2
42,"Female","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Ayr",2
64,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Cowdenbeath",2
38,"Female","Prefer not to say","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Glasgow Pollok",1
18,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Kelvin",1
17,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Falkirk East",2
63,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Alba Party","Glasgow Pollok",1
20,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Hamilton, Larkhall and Stonehouse",2
20,"Male","GCE A level or Higher Certificate","Chinese",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Edinburgh Southern",2
34,"Female","Don't know","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Carrick, Cumnock and Doon Valley",3
21,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Glasgow Cathcart",2
16,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","East Kilbride",1
21,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Central",1
48,"Male","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Argyll and Bute",2
29,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","Indian",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Edinburgh Northern and Leith",2
39,"Female","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Inverness and Nairn",1
47,"Male","Recognised trade apprenticeship completed","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Dumbarton",2
70,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Renfrewshire South",2
30,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Dumfriesshire",4
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Coatbridge and Chryston",1
36,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Falkirk West",2
29,"Female","Other technical, professional or higher qualification","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Southern",1
59,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Edinburgh Northern and Leith",2
37,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Edinburgh Northern and Leith",2
26,"Male","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Some other party","Perthshire North",2
19,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Midlothian North and Musselburgh",2
36,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour",NA,2
48,"Male","Don't know","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Aberdeenshire West",2
63,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Dunfermline",1
17,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","North East Fife",2
39,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Aberdeenshire East",3
44,"Male","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Falkirk East",1
51,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Cathcart",1
67,"Female","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Linlithgow",2
17,"Female","Scottish Higher Certificate","Any other Asian background",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Dundee City East",1
20,"Female","Prefer not to say","Any other White background",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Rutherglen",1
23,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Almond Valley",1
70,"Male","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Linlithgow",2
21,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Galloway and West Dumfries",1
67,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Falkirk East",2
16,"Male","Scottish Higher Certificate","Any other ethnic group",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Almond Valley",2
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Pentlands",1
37,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Dumbarton",2
21,"Male","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Family Party","Paisley",2
19,"Male","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Aberdeen Central",1
17,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Pentlands",1
66,"Male","Teaching qualification (not degree)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Kilmarnock and Irvine Valley",2
19,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Kelvin",1
28,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I usually vote but didn’t this time",NA,"Aberdeen Central",1
35,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Angus South",4
40,"Female","University diploma","Any other White background",NA,"I thought about voting in the Scottish Parliament election but in the end I didn’t",NA,"Strathkelvin and Bearsden",2
22,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Glasgow Kelvin",3
23,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Perthshire North",2
